step,type,amount,Amount Category,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud
302,CASH_OUT,111695.77,Medium,C803079339,0,0,C1571111791,209782.94,321478.71,0
115,TRANSFER,530377.28,Medium,C1741821297,530377.28,0,C182731485,0,0,1
684,TRANSFER,,,C1281434642,60344,0,C1238017749,34489.26,1511661.36,0
249,PAYMENT,8161.43,Medium,C1245332602,71488,63326.57,M1814173436,0,,0
43,CASH_IN,93664.41,Medium,C1698078956,295462,389126.41,C2063632729,1804973.28,1711308.88,0
91,CASH_OUT,482679.6,Medium,C1126237876,482679.6,0,C842293503,0,482679.6,1
311,TRANSFER,1275236.3,Medium,C1608267319,,0,C584314061,0,0,1
9,TRANSFER,21922,Medium,C102617052,21922,0,C760675871,0,0,1
178,TRANSFER,1796069.2,Medium,C913178524,1796069.2,0,C553554525,0,0,1
13,DEBIT,830.5,Low,C983995273,145173,144342.5,C1359652839,216975,217805.5,0
413,CASH_IN,5542.99,Medium,C158092333,1313420.8,,C1783344377,491060.64,485517.65,0
688,PAYMENT,11944.21,Medium,C2145412613,0,0,M294814131,0,0,0
134,CASH_IN,29307.89,Medium,C895179228,17450730.07,17480037.96,C131837293,1943084.54,1913776.65,0
254,CASH_IN,28770.79,Medium,C1270636310,1248216.36,1276987.15,C1542623216,627763.83,598993.04,0
20,PAYMENT,,,C1719876767,0,0,M382821404,0,0,0
524,CASH_OUT,232315.43,Medium,C1937012052,232315.43,,C1933153294,20819035.38,21051350.81,1
289,TRANSFER,27759.73,Medium,C1844162816,27759.73,0,C1415356134,0,0,1
332,PAYMENT,23696.57,Medium,C618078445,449019,425322.43,M99991710,0,0,0
324,CASH_IN,421545.88,Medium,C1817332327,11611112.58,12032658.46,C1179939942,3521777.03,3100231.14,0
702,CASH_OUT,308778.37,Medium,C1694608932,308778.37,0,C1283529992,6723500.14,7032278.51,1
543,TRANSFER,74436.56,Medium,C694879733,74436.56,0,C1164535816,0,0,1
227,PAYMENT,12172.15,Medium,C777869129,0,0,M1288144268,,0,0
349,PAYMENT,7261.83,Medium,C1394464925,0,0,M778685367,0,0,0
227,CASH_OUT,,,C1740697509,182666.85,0,C1592896845,51743.92,234410.77,1
673,TRANSFER,645104.5,Medium,C986606051,645104.5,0,C175407589,0,,1
327,PAYMENT,41531.24,Medium,C1415105796,5313,0,M1983255838,0,0,0
340,TRANSFER,26478.48,Medium,C1021627549,26478.48,0,C513494131,0,0,1
157,CASH_OUT,12103.34,Medium,C1334664949,0,0,C1702959206,20884,108492.9,0
349,CASH_OUT,179160.94,Medium,C353070011,165,0,C1684101915,2258624.01,2437784.94,0
405,CASH_OUT,70382.18,Medium,C1251317715,70382.18,0,C1458984596,999649.42,1070031.6,1
561,TRANSFER,897131.97,Medium,C140166215,897131.97,0,C187205970,,0,1
212,PAYMENT,21270.26,Medium,C1198084858,0,0,M1624930700,0,0,0
737,CASH_OUT,167606.49,Medium,C696026207,167606.49,0,C1386785907,2315864.75,2483471.24,1
348,PAYMENT,27149.19,Medium,C491655715,,0,M1801743844,0,0,0
99,CASH_OUT,4589441.44,High,C397365515,4589441.44,0,C877334652,394239.02,4983680.46,1
165,TRANSFER,55048.68,Medium,C1891552983,,0,C1127136392,274463.41,329512.09,0
357,CASH_OUT,790332.43,Medium,C393707500,790332.43,0,C730262166,2384548.88,3174881.31,1
399,CASH_OUT,96757.53,Medium,C2130163791,7347,0,C470416897,3492549.03,3589306.56,0
350,PAYMENT,5034.14,Medium,C2122128855,19904,14869.86,M363608364,0,,0
555,CASH_OUT,2100951.58,Medium,C255263291,2100951.58,0,C1076282619,0,2100951.58,1
265,CASH_OUT,5721871.91,High,C533511520,5721871.91,0,C226077337,146633.42,5868505.33,1
130,PAYMENT,13439.39,Medium,C873421305,86197.88,72758.49,M2020456747,0,0,0
58,CASH_OUT,7108914.22,High,C993318150,7108914.22,0,C73690456,0,7108914.22,1
308,CASH_IN,84577.32,Medium,C908111631,24865,109442.32,C185166704,174727.5,90150.18,0
331,PAYMENT,17351.76,Medium,C601030893,401,0,M1369419265,0,0,0
615,TRANSFER,368973.39,Medium,C1685726737,368973.39,0,C22993151,0,0,1
257,CASH_OUT,246501.36,Medium,C905676312,0,0,C198778617,363421.06,609922.41,0
48,PAYMENT,1453.22,Low,C316721896,50740,49286.78,M1300451609,0,0,0
399,CASH_OUT,436313.68,Medium,C2066233688,0,0,C490087563,1663095.82,2099409.49,0
130,PAYMENT,21684.93,Medium,C2014504385,836367.59,814682.66,M863952739,0,0,0
42,CASH_OUT,222161.72,Medium,C1355057645,50878,0,C2131861038,2537389.86,,0
611,TRANSFER,40873.25,Medium,C710694637,40873.25,0,C1394516732,0,0,1
377,CASH_OUT,503420.67,Medium,C1696816111,503420.67,0,C1280120239,417119.41,,1
359,CASH_IN,448403.31,Medium,C917530780,11215078.2,11663481.51,C1223925869,1399807.65,951404.34,0
229,CASH_IN,143206.56,Medium,C714850754,3317322.75,3460529.31,C610828215,1109641.14,966434.58,0
167,PAYMENT,5470.63,Medium,C1410034392,,378148.37,M2109884745,0,0,0
590,CASH_OUT,224295.95,Medium,C1849294336,120,0,C1975263992,151478.01,375773.96,0
414,CASH_OUT,3285475.4,High,C959785140,3285475.4,0,C473805746,746119.83,,1
310,CASH_OUT,2081051.56,Medium,C455106183,2081051.56,0,C314805116,3480217.18,5561268.74,1
208,CASH_IN,,,C1974739899,100067,457527.32,C1964902666,61165.83,0,0
188,CASH_OUT,175769.64,Medium,C1905836573,75961,0,C954556045,2413559.84,2589329.48,0
188,PAYMENT,1994.45,Low,C459449861,2281.12,286.67,M1222255647,0,0,0
394,PAYMENT,72744.8,Medium,C2107541847,109,0,M1457231769,0,,0
284,PAYMENT,1730.43,Low,C1910936840,10163,8432.57,M794297228,0,0,0
667,CASH_OUT,71554.74,Medium,C1625817062,71554.74,0,C1560648238,527488.43,599043.17,1
323,CASH_OUT,100397.06,Medium,C1216345816,0,0,C703377372,1146887.43,1247284.49,0
326,TRANSFER,618381.01,Medium,C1639715926,618381.01,0,C1433454555,0,0,1
274,CASH_IN,162956.25,Medium,C400302721,6883239.33,7046195.58,C70015052,1028935.28,865979.03,0
181,CASH_IN,160992.83,Medium,C987224676,,8236797,C1196413836,2131450.03,1970457.2,0
205,TRANSFER,566156.42,Medium,C1498185758,566156.42,0,C1639518321,,0,1
414,TRANSFER,10000000,High,C1713766678,10724264.21,724264.21,C499919262,0,0,1
149,TRANSFER,14016.65,Medium,C20381324,14016.65,0,C948884752,,0,1
692,PAYMENT,10731.5,Medium,C1849743150,85071.54,74340.04,M1592355871,0,0,0
228,PAYMENT,55131.67,Medium,C1254762543,0,0,M1786229192,0,0,0
37,CASH_OUT,180967.56,Medium,C1196784232,180967.56,,C165922010,95280.53,276248.1,1
274,PAYMENT,110.23,Low,C1454581047,0,0,M1056866258,0,0,0
273,CASH_OUT,296212.67,Medium,C1654886923,296212.67,0,C1932157350,88494.23,384706.9,1
259,CASH_OUT,186080.43,Medium,C784589745,70030,0,C1876641990,0,186080.43,0
516,TRANSFER,2625132.51,Medium,C1656607369,2625132.51,0,C391839907,0,0,1
497,CASH_OUT,2123610.45,Medium,C1062431728,2123610.45,0,C1354064635,1234419.45,-20309074.74,1
590,CASH_OUT,235159.79,Medium,C1071517580,0,0,C1280048196,364392.25,599552.04,0
211,CASH_OUT,36588.43,Medium,C1838686338,0,0,C467827295,8992904.79,9029493.22,0
332,PAYMENT,29697.03,Medium,C2112022406,0,0,M1592186776,0,0,0
419,TRANSFER,3118811.65,High,C393374945,3118811.65,0,C639125907,0,0,1
354,CASH_OUT,57701.91,Medium,C1081852296,23997,0,C32355029,2055649.24,2113351.15,0
179,CASH_IN,142135.02,Medium,C708599734,3311012.58,3453147.6,C631647863,269418.25,127283.22,0
142,CASH_IN,240280.34,Medium,C1828319743,2282647.92,2522928.26,C1328974336,251092.68,10812.34,0
34,CASH_OUT,79240.34,Medium,C2106141070,0,0,C1054542265,471569.65,550809.99,0
566,CASH_OUT,74020.96,Medium,C1240300444,15833.4,,C571813184,3979856.98,4053877.94,0
283,PAYMENT,2257.98,Low,C1110762795,815,0,M347500429,0,0,0
307,CASH_OUT,158677.37,Medium,C1815641976,20297,0,C1507477127,0,158677.37,0
731,TRANSFER,219275.19,Medium,C868020518,219275.19,0,C1828774978,0,0,1
686,PAYMENT,16162,Medium,C1023256580,27357,11195,M1101057721,0,0,0
207,CASH_OUT,303243.29,Medium,C1866215352,14522,0,C1459948733,95685.64,22764126.57717535,0
372,PAYMENT,35132.41,Medium,C1888237745,,0,M1143364463,0,0,0
200,CASH_OUT,7482670.24,High,C782470219,7482670.24,0,C13429851,2097169.4,9579839.64,1
203,CASH_IN,84442.24,Medium,C1075530286,,4997185.48,C981206579,256303.76,171861.51,0
369,PAYMENT,31233.41,Medium,C765749749,624944,593710.59,M712404676,0,0,0
179,TRANSFER,1494831.65,Medium,C1705883896,1494831.65,0,C258215915,0,0,1
6,CASH_OUT,33332.86,Medium,C685428529,33332.86,0,C1626759869,19601975.286854673,0,1
42,CASH_OUT,134815.69,Medium,C1344867747,20844,0,C733297337,0,134815.69,0
212,TRANSFER,10000000,High,C1531278091,34953893.08,24953893.08,C972530514,0,0,1
311,CASH_IN,122108.02,Medium,C14795700,1896418.68,2018526.69,C1053017941,7071837.49,6949729.48,0
137,CASH_OUT,309042.14,Medium,C1259985014,735,0,C749932020,21168,330210.14,0
106,CASH_OUT,,,C1012201968,2708906.59,0,C1330533329,0,2708906.59,1
429,CASH_OUT,49000.06,Medium,C953335955,11443.12,0,C1585534192,285721.85,334721.91,0
307,DEBIT,683.6,Low,C451487567,1052,,C436411252,333109.14,333792.74,0
210,TRANSFER,23610.85,Medium,C1438925911,23610.85,0,C570315101,0,0,1
47,PAYMENT,11211.48,Medium,C339110437,0,0,M1171696911,0,0,0
521,TRANSFER,48734.24,Medium,C1051865605,48734.24,0,C2005579238,0,0,1
400,CASH_OUT,113959.23,Medium,C691688483,0,0,C353673117,184946.83,298906.06,0
162,CASH_OUT,10339516.78897634,High,C1384412715,0,0,C230752930,213362.96,356890.15,0
271,TRANSFER,5926745.36,High,C393546828,5926745.36,0,C516790131,0,,1
664,TRANSFER,397069.12,Medium,C767878011,397069.12,0,C205844537,0,0,1
128,TRANSFER,3062506.58,High,C1883146038,3062506.58,0,C1829816934,0,0,1
59,TRANSFER,1011606.26,Medium,C813936493,1011606.26,0,C1382261132,0,0,1
225,TRANSFER,235075.62,Medium,C755720806,235075.62,0,C1423370545,0,0,1
379,TRANSFER,626673.66,Medium,C714182090,626673.66,0,C1823914038,0,0,1
394,CASH_OUT,752867.41,Medium,C35410860,30394,0,C1938211304,371537.83,1124405.23,0
135,CASH_OUT,26614.56,Medium,C538136798,0,0,C865164641,452890.76,,0
37,PAYMENT,32230.76,Medium,C985356617,9065,0,M2101456967,0,0,0
475,TRANSFER,9511.69,Medium,C806333119,9511.69,0,C922111429,0,0,1
202,CASH_OUT,91045.4,Medium,C872763567,0,0,C1224969790,3613568.24,4031476.22,0
323,DEBIT,963.47,Low,C1655844531,297311.35,296347.88,C368916189,50204.8,51168.27,0
302,CASH_OUT,146320.97,Medium,C50948311,69474,0,C576440022,11004176.62,11150497.59,0
44,PAYMENT,1322.53,Low,C172678048,20255176.65949037,251293.95,M1216176189,0,0,0
296,TRANSFER,717046.74,Medium,C1732292791,717046.74,0,C1402438091,0,0,1
141,TRANSFER,370382.39,Medium,C355611635,370382.39,0,C137763659,0,0,1
647,CASH_OUT,1517771.48,Medium,C375476201,1517771.48,0,C1907987459,161843.29,1679614.77,1
608,CASH_OUT,388171.95,Medium,C1228945957,388171.95,0,C1532344738,0,388171.95,1
94,CASH_OUT,445257.43,Medium,C1527777491,,0,C1215602275,0,445257.43,1
15,CASH_OUT,132069.57,Medium,C1018412559,,0,C475794730,1097867.91,1229981.21,0
691,CASH_OUT,612241.76,Medium,C540703512,612241.76,0,C1639525130,1016395.64,1628637.4,1
185,CASH_IN,105417.97,Medium,C1600600714,207660,313077.97,C264142753,4580117.66,4474699.68,0
280,PAYMENT,4239.19,Medium,C310652660,0,0,M1687131881,0,0,0
355,PAYMENT,23120.21,Medium,C1816964245,268921.3,245801.09,M503083461,0,0,0
159,PAYMENT,10339516.78897634,High,C465756895,19577,10832.53,M291686934,0,0,0
131,TRANSFER,2248584.96,Medium,C245964929,2248584.96,0,C2025243065,0,0,1
182,CASH_IN,161501.01,Medium,C270041147,,14753796.65,C1348888666,264418.73,102917.72,0
211,PAYMENT,996.09,Low,C2029593334,0,0,M1493064436,0,0,0
331,PAYMENT,5188,Medium,C1771061597,0,0,M236451905,0,0,0
518,TRANSFER,1165187.89,Medium,C199518027,1165187.89,0,C519508909,0,0,1
12,CASH_IN,202355.58,Medium,C1545531006,198758,401113.58,C1601702534,51222.62,0,0
308,TRANSFER,1315972.07,Medium,C1314206029,4105,0,C1441314864,2525349.97,3841322.04,0
11,CASH_OUT,231026.6,Medium,C528961853,0,0,C901099544,235097.04,677099.99,0
565,CASH_OUT,223453.11,Medium,C733622014,377,0,C1809995383,27904.67,251357.78,0
335,CASH_OUT,723915.85,Medium,C574146734,723915.85,0,C1608490810,156579.28,880495.13,1
590,CASH_OUT,109241.02,Medium,C732649956,5546,0,C705208806,3919970.88,4029211.9,0
266,TRANSFER,5494862.93,High,C988536152,5494862.93,0,C2025332798,0,0,1
198,TRANSFER,2634032.61,Medium,C742596177,2634032.61,,C1639263930,0,0,1
249,PAYMENT,10472.9,Medium,C1749626452,10289,0,M1276683726,0,0,0
681,CASH_OUT,26687.67,Medium,C2028941115,113391.97,86704.3,C1499514230,5822443.18,5849130.85,0
373,CASH_IN,157586.19,Medium,C903130849,21218,178804.19,C1524866160,0,0,0
352,CASH_OUT,219917.01,Medium,C1355328233,0,0,C1077884991,787965.66,1007882.67,0
11,PAYMENT,5900.3,Medium,C976088817,20072.72,14172.43,M1142728765,0,0,0
349,CASH_IN,,,C254028000,,119184.82,C1955441845,61562.64,0,0
565,CASH_OUT,757401.17,Medium,C26257867,757401.17,0,C2046532666,465267.97,1222669.13,1
322,PAYMENT,33829.53,Medium,C554552299,92497.79,58668.25,M1380222530,0,0,0
283,PAYMENT,8575.32,Medium,C903092755,0,0,M1709532878,0,0,0
158,TRANSFER,393657.4,Medium,C348684628,0,0,C2122677634,,842044.31,0
398,PAYMENT,9373.56,Medium,C1020996073,46723.68,37350.12,M1154012215,0,0,0
251,TRANSFER,573775.15,Medium,C1498744835,19831,0,C2074396944,0,573775.15,0
155,TRANSFER,182435.22,Medium,C1630516692,0,0,C1001170585,4010010.39,4192445.62,0
164,TRANSFER,448611.97,Medium,C340948453,526568,77956.03,C114490125,145503.52,594115.49,0
332,CASH_OUT,115333.89,Medium,C1655030568,14514,0,C1744626988,0,115333.89,0
104,CASH_OUT,655294.3,Medium,C300902846,655294.3,0,C443990229,1510159.85,2165454.15,1
232,PAYMENT,18080.54,Medium,C2000431184,0,0,M1043755415,0,0,0
326,PAYMENT,13867.26,Medium,C740369731,51303,37435.74,M1077491802,0,0,0
206,PAYMENT,1728.33,Low,C1589276271,0,0,M602799471,0,0,0
436,TRANSFER,513693.13,Medium,C862823643,513693.13,-15620565.64,C359107574,0,0,1
477,TRANSFER,815297.9,Medium,C1885333477,815297.9,0,C742632200,0,0,1
251,CASH_OUT,242275.88,Medium,C2146002171,123,0,C564187848,360465.96,602741.83,0
17,PAYMENT,1919.46,Low,C1812832792,0,0,M194199296,0,0,0
275,TRANSFER,4162555.99,High,C1124374325,4162555.99,0,C460771007,0,0,1
686,TRANSFER,10339516.78897634,High,C1506243031,1467968.73,0,C1384352082,0,0,1
373,CASH_OUT,339629.88,Medium,C1652946607,928,0,C372683290,196185.18,535815.05,0
155,PAYMENT,5153.02,Medium,C1802669903,61452,56298.98,M100720020,0,0,0
257,CASH_OUT,287339.28,Medium,C2059752050,30248,0,C1230446922,19601975.286854673,593199.98,0
42,CASH_IN,139605.19,Medium,C30725529,9860,149465.19,C239203212,212720.49,73115.3,0
394,CASH_IN,54854.08,Medium,C390663753,21191,76045.08,C1412128770,118737.22,63883.13,0
183,CASH_OUT,487801.89,Medium,C707792443,96206,0,C382697424,75184.53,562986.42,0
420,CASH_OUT,202430.51,Medium,C198675062,20517,0,C90342617,2000.24,,0
181,CASH_IN,188642.96,Medium,C1669538921,49814,238456.96,C1439567740,1386340.5,1197697.54,0
36,CASH_OUT,288121.63,Medium,C987686568,0,0,C1518080176,657219.12,945340.75,0
204,CASH_IN,296352.93,Medium,C795322607,2382857.85,2679210.78,C1510471341,3280126.32,,0
156,CASH_OUT,134497.41,Medium,C1196634718,-18038420.04,0,C1667005815,16202218.65,16336716.06,1
158,CASH_OUT,55555.17,Medium,C1382416314,62679,,C1216911343,29757.99,,0
297,PAYMENT,70485.77,Medium,C510775613,0,0,M86629570,0,0,0
325,PAYMENT,625.72,Low,C1771273120,14564,13938.28,M1714160127,0,0,0
455,CASH_OUT,332.36,Low,C1803700149,332.36,0,C1702786373,195086.54,195418.9,1
332,PAYMENT,7912.52,Medium,C2025941412,27614.97,19702.44,M2033561190,0,0,0
295,CASH_OUT,4531343.47,High,C1462947577,4531343.47,0,C1069720,0,4531343.47,1
258,PAYMENT,8671.13,Medium,C363020618,0,0,M1075737613,,0,0
646,TRANSFER,10000000,High,C130070267,40399045.08,30399045.08,C970791522,0,0,1
282,CASH_OUT,139506.81,Medium,C971862684,28096,0,C1599710264,61090.91,200597.72,0
525,CASH_IN,189896.6,Medium,C1029120971,6671638,6861534.6,C692316740,3544720.27,3354823.67,0
36,PAYMENT,11299.79,Medium,C1008300963,0,16878483.96034769,M307181722,,0,0
500,PAYMENT,34695.7,Medium,C944846138,0,0,M1647346492,0,0,0
269,CASH_OUT,3042111.54,High,C2052061131,3042111.54,0,C1761711704,3574837.72,6616949.26,1
42,CASH_OUT,240775.33,Medium,C1255694533,137852,0,C260277833,29083769.78,29324545.1,0
226,PAYMENT,29431.28,Medium,C1977629685,0,0,M1124824278,0,0,0
333,CASH_OUT,1861928.35,Medium,C386318315,1861928.35,0,C800378513,554516.48,2416444.82,1
182,CASH_OUT,143806.98,Medium,C1520435673,232,0,C314957126,0,143806.98,0
98,TRANSFER,2394623.8,Medium,C1201856349,2394623.8,0,C1778006925,0,0,1
627,CASH_OUT,2756011.78,Medium,C1736184082,2756011.78,0,C1711138117,148471.56,2904483.35,1
562,TRANSFER,8208916,High,C364617026,,0,C1664077486,0,0,1
165,PAYMENT,12346.3,Medium,C1163046299,101807.2,89460.9,M360834907,0,0,0
370,CASH_OUT,283976.3,Medium,C1853423819,283976.3,0,C487915581,41606.6,325582.9,1
18,PAYMENT,6864.11,Medium,C34091784,5014,,M1265296647,0,0,0
34,PAYMENT,5613.9,Medium,C1590259573,0,0,M329225067,0,0,0
370,CASH_OUT,153160.56,Medium,C208998781,0,0,C451433836,4252454.1,4405614.65,0
681,PAYMENT,20144.86,Medium,C679541693,20875.2,730.35,M1943373269,0,0,0
163,CASH_IN,6918.49,Medium,C158694672,287922,294840.49,C1480151377,0,0,0
211,CASH_OUT,101986.48,Medium,C980356413,3307,0,C2062696460,0,101986.48,0
178,CASH_IN,279520.61,Medium,C316474842,,476001.61,C822955750,3935286.52,3655765.91,0
256,CASH_IN,49485.18,Medium,C983380558,4973441.07,5022926.24,C1366769113,345686.65,296201.47,0
212,CASH_OUT,555574.92,Medium,C857225298,555574.92,0,C1399829166,4271280.57,4826855.5,1
614,CASH_OUT,4212682.84,High,C1612893678,4212682.84,0,C1786445505,9728.68,4222411.52,1
225,PAYMENT,25394.22,Medium,C703958771,51869,26474.78,M456568466,0,-20309074.74,0
35,CASH_OUT,279888.78,Medium,C1265636272,11131,0,C2027609909,1017365.46,1297254.23,0
185,CASH_OUT,15898.24,Medium,C1688117096,9613,0,C142909859,1230292.58,1246190.82,0
199,CASH_OUT,3644234.06,High,C1786460206,3644234.06,0,C619550945,277282.56,3921516.62,1
257,CASH_OUT,,,C1043593408,134589.54,0,C1228331853,1208689.85,1371221.62,0
302,PAYMENT,62427.5,Medium,C1980974293,0,0,M1894808998,0,0,0
406,TRANSFER,183385.35,Medium,C2116720360,183385.35,,C345234644,0,0,1
646,CASH_OUT,43071.62,Medium,C1262709265,43071.62,0,C1378862826,21624.42,64696.03,1
19,CASH_OUT,,,C569690866,81992,0,C677600578,0,357980.61,0
42,PAYMENT,41481.07,Medium,C543055155,70120,28638.93,M2042516512,0,0,0
71,TRANSFER,1871553.73,Medium,C677678546,1871553.73,0,C646623849,0,0,1
187,PAYMENT,12809.07,Medium,C720175403,0,0,M189166549,0,0,0
156,CASH_OUT,274565.86,Medium,C670189229,229893,16878483.96034769,C1185390333,330016.03,604581.89,0
166,CASH_OUT,23166.9,Medium,C1617944085,0,0,C1731938645,1514118.04,1537284.95,0
210,CASH_OUT,291293.1,Medium,C1534627201,20194,0,C3870800,796238.06,1087531.16,0
19,CASH_IN,73726.08,Medium,C90981318,220798,294524.08,C482771714,3350767.49,4292473.21,0
31,TRANSFER,378204.02,Medium,C620879020,378204.02,0,C929929591,0,,1
685,TRANSFER,73110.82,Medium,C1808244239,73110.82,0,C1237294806,0,0,1
21,CASH_OUT,52198.03,Medium,C1543614254,0,0,C796481784,1069035.27,1121233.31,0
137,CASH_OUT,1265379.37,Medium,C795574446,20255176.65949037,0,C1744617229,0,1265379.37,1
300,CASH_OUT,203016.38,Medium,C956075741,11308,0,C445862553,0,203016.38,0
235,CASH_IN,371386.26,Medium,C2143579641,2104866.15,2476252.41,C1583190689,980785.84,609399.59,0
21,CASH_OUT,,,C179332971,158299.34,0,C631110333,36152.54,271369.74,1
410,CASH_OUT,124202.04,Medium,C18416258,124202.04,0,C1547230458,4212193.08,4336395.13,1
36,PAYMENT,15145.22,Medium,C240313164,0,0,M1539268236,0,0,0
522,TRANSFER,1752606.15,Medium,C1333169684,1752606.15,0,C722968916,0,0,1
279,CASH_OUT,61066.15,Medium,C1982092834,0,0,C1164091530,141767.88,202834.03,0
186,TRANSFER,1069255.29,Medium,C768252661,0,0,C1642620361,2116076.24,3185331.53,0
157,PAYMENT,20175.28,Medium,C911939325,,0,M2074799515,0,0,0
6,TRANSFER,85354.69,Medium,C558400671,85354.69,0,C527482085,0,0,1
469,PAYMENT,10439.41,Medium,C2049348130,11501.76,1062.35,M521815672,0,0,0
510,TRANSFER,550231.35,Medium,C1633390625,550231.35,0,C1517406910,0,0,1
259,CASH_IN,8049.88,Medium,C1382735206,25842465.69,25850515.58,C1206292038,75737.13,67687.24,0
298,CASH_OUT,,,C1850146686,0,0,C1907756157,353441.79,,0
210,PAYMENT,2895.16,Low,C1229023375,0,0,M903540961,0,0,0
377,CASH_OUT,183890.82,Medium,C41306869,0,0,C899602527,2474847.76,-20309074.74,0
610,PAYMENT,2260.47,Low,C68540537,20187,17926.53,M703795521,,0,0
351,CASH_OUT,2068.54,Low,C2092263116,0,0,C261029591,1069501.33,1071569.87,0
324,PAYMENT,8462.68,Medium,C39981448,0,0,M1068454033,0,0,0
282,PAYMENT,2283.16,Low,C1424380151,1092,0,M816227924,0,0,0
36,PAYMENT,18554.77,Medium,C162433620,0,0,M1830461243,0,0,0
663,CASH_OUT,25472.32,Medium,C1078921591,25472.32,0,C1071005628,0,25472.32,1
159,CASH_IN,161159.22,Medium,C294293930,3528191.17,3689350.39,C766569780,232748.45,71589.23,0
638,TRANSFER,345116,Medium,C1604322396,345116,0,C1515434916,0,0,1
36,TRANSFER,32382.96,Medium,C1291212648,32382.96,0,C301302016,,0,1
323,CASH_OUT,144503.03,Medium,C1283740129,77009.09,0,C222131021,377470.87,521973.9,0
685,CASH_OUT,47061.52,Medium,C1390208933,47061.52,0,C72626966,372871.76,419933.28,1
217,CASH_OUT,81216.23,Medium,C603998134,81216.23,0,C1990779832,917796.81,999013.04,1
138,CASH_IN,350952.66,Medium,C1633320458,355610.66,706563.32,C1184347959,390247.94,36862.43,0
393,CASH_OUT,269345.82,Medium,C1256003266,11642,0,C61958330,0,269345.82,0
328,CASH_OUT,975389.94,Medium,C1423124005,975389.94,0,C1736112221,532969.05,1508358.99,1
727,TRANSFER,815384.83,Medium,C1145249863,815384.83,0,C1054116323,0,0,1
350,CASH_IN,412678.56,Medium,C1685715317,710,413388.56,C1288204387,3575561.38,3162882.81,0
52,TRANSFER,969259.07,Medium,C806145630,969259.07,0,C1088026094,0,0,1
729,TRANSFER,90026.9,Medium,C2144761776,90026.9,0,C514777944,0,0,1
638,CASH_OUT,5101855.95,High,C2134692608,5101855.95,0,C775400277,145922.42,5247778.37,1
441,TRANSFER,1032168.79,Medium,C2086087020,1032168.79,0,C1085840721,0,0,1
328,CASH_IN,134836.91,Medium,C2038746732,19843,154679.91,C225087818,201034.21,,0
334,CASH_OUT,147368.38,Medium,C1084614688,23301,,C1623827545,0,147368.38,0
263,TRANSFER,,,C777990468,297465.74,0,C1409823757,0,0,1
388,TRANSFER,6703831.4,High,C1227628504,6703831.4,0,C1056406503,0,0,1
560,CASH_OUT,912117.82,Medium,C1749341406,912117.82,0,C539747264,,3872572.14,1
191,PAYMENT,882.26,Low,C1940514250,105,0,M1327996660,0,0,0
238,CASH_OUT,1530.84,Low,C1164496580,,0,C1179031316,1049107.41,1050638.25,1
578,CASH_OUT,60633.76,Medium,C1469444378,60633.76,0,C295334131,164662.14,225295.9,1
163,CASH_OUT,369585.41,Medium,C1303476088,761,0,C1557333587,137186.31,506771.71,0
206,TRANSFER,235750.53,Medium,C587951461,235750.53,0,C1789153045,0,0,1
436,CASH_OUT,842554.02,Medium,C395534351,842554.02,,C356600887,510821.19,1353375.21,1
155,CASH_OUT,217347.66,Medium,C1012927710,169987,0,C41462760,637657.5,855005.15,0
215,CASH_OUT,148043.98,Medium,C1606663495,0,0,C373136460,367609.24,515653.22,0
278,PAYMENT,34045.83,Medium,C1635443008,0,0,M212206012,0,0,0
251,PAYMENT,22484.18,Medium,C1001869831,613,0,M9316209,0,0,0
571,CASH_OUT,304851.76,Medium,C628506555,59408,0,C1535435344,,304851.76,0
10,PAYMENT,9111.29,Medium,C1326080121,10054,942.71,M1167058111,,0,0
389,TRANSFER,1312947.27,Medium,C895840599,1312947.27,0,C180207582,0,0,1
166,CASH_OUT,53200.65,Medium,C1944992728,4603.94,0,C1863128090,2941210.85,2994411.49,0
278,PAYMENT,7289.45,Medium,C1610142628,0,0,M1984670666,0,0,0
630,TRANSFER,17484.29,Medium,C1843342943,17484.29,0,C1534517303,0,0,1
206,TRANSFER,25080.03,Medium,C227350914,160,,C1569539714,0,25080.03,0
374,PAYMENT,1592.41,Low,C1463743854,47858,46265.59,M364749511,0,0,0
403,CASH_OUT,199010.01,Medium,C2057881752,25477,0,C282623285,0,199010.01,0
180,TRANSFER,639529.68,Medium,C61744099,0,0,C1041401158,1672100.44,2311630.12,0
370,TRANSFER,91045.4,Medium,C911097587,811459.21,0,C1529329683,0,0,1
134,PAYMENT,9576.4,Medium,C1637105624,9418.18,0,M773113157,0,0,0
595,TRANSFER,553124.56,Medium,C1393741272,553124.56,0,C858651729,0,0,1
151,CASH_OUT,127091.33,Medium,C1038764620,127091.33,0,C1993931495,656699.62,783790.95,1
183,PAYMENT,12803.38,Medium,C613540922,70,,M158820246,,0,0
183,CASH_OUT,220023.44,Medium,C1771292257,22062,0,C1515079571,822591.29,1042614.73,0
350,CASH_OUT,471882.66,Medium,C162666682,128,0,C1250876164,2544913.09,3016795.75,0
180,CASH_IN,152424.74,Medium,C1227355248,1715985.03,1868409.77,C23101899,3060976.31,2908551.56,0
186,CASH_OUT,328413.57,Medium,C1242421090,29959,0,C1748598380,4531131.7,4859545.27,0
